accuracy,loss,val_accuracy,val_loss,epoch
0.5504676103591919,3.386439323425293,0.6348387002944946,3.1548378467559814,0
0.6288294196128845,3.171865224838257,0.6735484004020691,3.0941879749298096,1
0.661077082157135,3.1232481002807617,0.6993548274040222,3.065717935562134,2
0.6942921876907349,3.090655565261841,0.7161290049552917,3.049286127090454,3
0.7036439776420593,3.075463056564331,0.7303225994110107,3.037313222885132,4
0.7246049642562866,3.06005597114563,0.7432258129119873,3.0272958278656006,5
0.7313769459724426,3.0405406951904297,0.7483870983123779,3.0169425010681152,6
0.7381489872932434,3.037522792816162,0.7599999904632568,3.0092692375183105,7
0.7520154714584351,3.0239064693450928,0.7690322399139404,3.0037121772766113,8
0.7555627226829529,3.0168392658233643,0.7703225612640381,2.9978272914886475,9
0.7607223391532898,3.010760545730591,0.7754838466644287,2.9921040534973145,10
0.7774911522865295,2.994076728820801,0.7806451320648193,2.9855499267578125,11
0.7865204811096191,2.9876785278320312,0.7806451320648193,2.980402946472168,12
0.7836182117462158,2.9833719730377197,0.7845161557197571,2.9760711193084717,13
0.7881328463554382,2.9744279384613037,0.7909677624702454,2.9707956314086914,14
0.7952273488044739,2.9708874225616455,0.7987096905708313,2.9675164222717285,15
0.7978071570396423,2.9641175270080566,0.7987096905708313,2.962064266204834,16
0.8139309883117676,2.9547739028930664,0.7948387265205383,2.959298849105835,17
0.7994195222854614,2.952619791030884,0.7974193692207336,2.955275297164917,18
0.8136085271835327,2.9442331790924072,0.7987096905708313,2.95232892036438,19
0.8145759701728821,2.938171148300171,0.7987096905708313,2.948190927505493,20
0.8158658742904663,2.934006690979004,0.800000011920929,2.943871259689331,21
0.8158658742904663,2.9346749782562256,0.8051612973213196,2.9418962001800537,22
0.8213479518890381,2.92378568649292,0.8064516186714172,2.937833309173584,23
0.8236052989959717,2.9187119007110596,0.8077419400215149,2.9349205493927,24
0.8252176642417908,2.918525457382202,0.8077419400215149,2.931969165802002,25
0.8352144360542297,2.9116125106811523,0.8129032254219055,2.9291913509368896,26
0.8319897055625916,2.902116298675537,0.8116129040718079,2.9268224239349365,27
0.8316671848297119,2.902778387069702,0.8129032254219055,2.9244372844696045,28
0.8339245319366455,2.894395112991333,0.8129032254219055,2.9213006496429443,29
0.8355368971824646,2.8950438499450684,0.8167741894721985,2.9187204837799072,30
0.8435988426208496,2.886371374130249,0.8129032254219055,2.915773630142212,31
0.8426313996315002,2.878584384918213,0.8129032254219055,2.9134838581085205,32
0.8503708243370056,2.8772356510162354,0.8167741894721985,2.910428047180176,33
0.8465011119842529,2.877579927444458,0.8180645108222961,2.9078803062438965,34
0.8510158061981201,2.872864007949829,0.8206451535224915,2.9060442447662354,35
0.8535956144332886,2.868633508682251,0.8245161175727844,2.9037210941314697,36
0.8497259020805359,2.8669302463531494,0.8258064389228821,2.901993751525879,37
0.8555305004119873,2.862834930419922,0.8270967602729797,2.899718761444092,38
0.8552079796791077,2.8630175590515137,0.829677402973175,2.8969244956970215,39
0.8548855185508728,2.858423948287964,0.8270967602729797,2.894930601119995,40
0.8542405962944031,2.8578431606292725,0.829677402973175,2.8938546180725098,41
0.8574653267860413,2.8517184257507324,0.8309677243232727,2.8916120529174805,42
0.8606901168823242,2.846362829208374,0.8270967602729797,2.8891732692718506,43
0.8677845597267151,2.8394789695739746,0.8283870816230774,2.887993574142456,44
0.8674620985984802,2.840085506439209,0.829677402973175,2.8866217136383057,45
0.866172194480896,2.839986801147461,0.829677402973175,2.884692430496216,46
0.8652047514915466,2.836109161376953,0.833548367023468,2.8820321559906006,47
0.8635923862457275,2.8336846828460693,0.829677402973175,2.8810415267944336,48
0.8655272722244263,2.830042600631714,0.8322580456733704,2.8789472579956055,49
0.8745566010475159,2.8250062465667725,0.8361290097236633,2.876741409301758,50
0.8706868886947632,2.8255670070648193,0.8348386883735657,2.8753273487091064,51
0.8658497333526611,2.8233344554901123,0.8399999737739563,2.873903512954712,52
0.8677845597267151,2.821727752685547,0.8399999737739563,2.872568130493164,53
0.8690744638442993,2.822437047958374,0.8399999737739563,2.871704578399658,54
0.8739116191864014,2.817349433898926,0.837419331073761,2.8699300289154053,55
0.8764914274215698,2.8114054203033447,0.8399999737739563,2.868539333343506,56
0.8787487745285034,2.810499906539917,0.8348386883735657,2.8672149181365967,57
0.8758465051651001,2.8089094161987305,0.8399999737739563,2.865657091140747,58
0.876168966293335,2.805546522140503,0.841290295124054,2.863685131072998,59
0.8864882588386536,2.802300453186035,0.8361290097236633,2.8613193035125732,60
0.8845533728599548,2.79532790184021,0.837419331073761,2.8610081672668457,61
0.8858432769775391,2.797192335128784,0.8399999737739563,2.858762264251709,62
0.8868107199668884,2.7972922325134277,0.841290295124054,2.8576314449310303,63
0.8819735646247864,2.7966091632843018,0.8387096524238586,2.856071710586548,64
0.8752015233039856,2.7934272289276123,0.8387096524238586,2.8541345596313477,65
0.8839083909988403,2.7927417755126953,0.8361290097236633,2.8534586429595947,66
0.8858432769775391,2.786684513092041,0.837419331073761,2.8524882793426514,67
0.8893905282020569,2.781254291534424,0.8387096524238586,2.851522207260132,68
0.8855208158493042,2.786853313446045,0.837419331073761,2.849829912185669,69
0.8881006240844727,2.7805590629577637,0.8361290097236633,2.848118782043457,70
0.8874556422233582,2.7821292877197266,0.8425806164741516,2.8476006984710693,71
0.891002893447876,2.7789242267608643,0.8399999737739563,2.8472349643707275,72
0.8980973958969116,2.7737395763397217,0.8425806164741516,2.8445334434509277,73
0.8887455463409424,2.7752132415771484,0.8425806164741516,2.84326171875,74
0.8935827016830444,2.7738289833068848,0.841290295124054,2.841683864593506,75
0.8906804323196411,2.770169973373413,0.8425806164741516,2.8418664932250977,76
0.8900354504585266,2.767995595932007,0.841290295124054,2.839768171310425,77
0.8916478753089905,2.77022385597229,0.841290295124054,2.838874340057373,78
0.8968074917793274,2.7652390003204346,0.8399999737739563,2.838144540786743,79
0.895840048789978,2.7636072635650635,0.841290295124054,2.8366191387176514,80
0.8926152586936951,2.7647385597229004,0.841290295124054,2.834259033203125,81
0.8961625099182129,2.759570360183716,0.8464516401290894,2.8339903354644775,82
0.9009996652603149,2.761690139770508,0.8451613187789917,2.831749200820923,83
0.8955175876617432,2.756152868270874,0.843870997428894,2.83048677444458,84
0.8955175876617432,2.754286289215088,0.8399999737739563,2.830104351043701,85
0.8939051628112793,2.758014440536499,0.843870997428894,2.8293347358703613,86
0.8939051628112793,2.7533504962921143,0.8464516401290894,2.827219009399414,87
0.9051918983459473,2.7488415241241455,0.841290295124054,2.82696795463562,88
0.899064838886261,2.749948740005493,0.8451613187789917,2.826052188873291,89
0.8977749347686768,2.749237060546875,0.8464516401290894,2.82444167137146,90
0.9055143594741821,2.743703842163086,0.843870997428894,2.8225364685058594,91
0.8993873000144958,2.742626905441284,0.847741961479187,2.8224189281463623,92
0.9061592817306519,2.741457223892212,0.847741961479187,2.8205878734588623,93
0.9055143594741821,2.740278482437134,0.8464516401290894,2.818321943283081,94
0.8974524140357971,2.742598533630371,0.843870997428894,2.8171749114990234,95
0.899064838886261,2.7402400970458984,0.847741961479187,2.8182623386383057,96
0.9035794734954834,2.7396042346954346,0.8464516401290894,2.8158323764801025,97
0.9035794734954834,2.735978841781616,0.8503226041793823,2.8149540424346924,98
0.8997097611427307,2.73380708694458,0.8503226041793823,2.813640594482422,99
