accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.524024486541748,7.888482093811035,0.7432258129119873,7.30181884765625,9.999999747378752e-05,0
0.6904224157333374,7.461795330047607,0.8399999737739563,7.150179386138916,9.999999747378752e-05,1
0.7649145722389221,7.286428451538086,0.8645161390304565,7.087299823760986,9.999999747378752e-05,2
0.8103837370872498,7.184309482574463,0.8774193525314331,7.052159786224365,9.999999747378752e-05,3
0.8339245319366455,7.132917881011963,0.885161280632019,7.025585174560547,9.999999747378752e-05,4
0.8497259020805359,7.091594219207764,0.8941935300827026,7.007010459899902,9.999999747378752e-05,5
0.8548855185508728,7.083471775054932,0.8980644941329956,6.9899821281433105,9.999999747378752e-05,6
0.8645598292350769,7.065334320068359,0.9032257795333862,6.97873067855835,9.999999747378752e-05,7
0.874234139919281,7.033579349517822,0.9058064222335815,6.968393802642822,9.999999747378752e-05,8
0.8793937563896179,7.029998302459717,0.9083871245384216,6.958662509918213,9.999999747378752e-05,9
0.8955175876617432,6.999738693237305,0.9109677672386169,6.9502339363098145,9.999999747378752e-05,10
0.8919703364372253,6.992244243621826,0.9161290526390076,6.942625999450684,9.999999747378752e-05,11
0.8929377794265747,6.981037616729736,0.9174193739891052,6.937148571014404,9.999999747378752e-05,12
0.8993873000144958,6.980972766876221,0.9200000166893005,6.931346416473389,9.999999747378752e-05,13
0.9064818024635315,6.962177753448486,0.9200000166893005,6.926642417907715,9.999999747378752e-05,14
0.9084166288375854,6.950791358947754,0.9212903380393982,6.923400402069092,9.999999747378752e-05,15
0.9113189578056335,6.951664924621582,0.9238709807395935,6.919087886810303,9.999999747378752e-05,16
0.9135762453079224,6.941972255706787,0.9238709807395935,6.91530179977417,9.999999747378752e-05,17
0.9219606518745422,6.920124530792236,0.9212903380393982,6.910870552062988,9.999999747378752e-05,18
0.9251854419708252,6.917453765869141,0.9200000166893005,6.908030986785889,9.999999747378752e-05,19
0.9197033047676086,6.924587249755859,0.9225806593894958,6.9047770500183105,9.999999747378752e-05,20
0.9222831130027771,6.9077582359313965,0.9251613020896912,6.901534080505371,9.999999747378752e-05,21
0.9197033047676086,6.9125261306762695,0.9251613020896912,6.896889686584473,9.999999747378752e-05,22
0.9280877113342285,6.89542293548584,0.9264516234397888,6.894064903259277,9.999999747378752e-05,23
0.9267978072166443,6.9018473625183105,0.9316129088401794,6.890774726867676,9.999999747378752e-05,24
0.9300225973129272,6.900418758392334,0.9329032301902771,6.8875555992126465,9.999999747378752e-05,25
0.9300225973129272,6.8872504234313965,0.9277419447898865,6.885922908782959,9.999999747378752e-05,26
0.9300225973129272,6.8873138427734375,0.9303225874900818,6.882777214050293,9.999999747378752e-05,27
0.9297000765800476,6.883495330810547,0.9316129088401794,6.880178928375244,9.999999747378752e-05,28
0.930667519569397,6.874692440032959,0.9290322661399841,6.877196788787842,9.999999747378752e-05,29
0.9400193691253662,6.864959716796875,0.9316129088401794,6.874705791473389,9.999999747378752e-05,30
0.9374395608901978,6.864309310913086,0.9354838728904724,6.871911525726318,9.999999747378752e-05,31
0.9345372319221497,6.872652530670166,0.9354838728904724,6.870033264160156,9.999999747378752e-05,32
0.9364721179008484,6.865420341491699,0.9341935515403748,6.868043899536133,9.999999747378752e-05,33
0.9400193691253662,6.851827144622803,0.9354838728904724,6.865203380584717,9.999999747378752e-05,34
0.9409867525100708,6.846208095550537,0.9393548369407654,6.863490581512451,9.999999747378752e-05,35
0.9477587938308716,6.846484661102295,0.9393548369407654,6.860723972320557,9.999999747378752e-05,36
0.9419541954994202,6.843543529510498,0.9432258009910583,6.857929229736328,9.999999747378752e-05,37
0.9484037160873413,6.838932991027832,0.9419354796409607,6.855687141418457,9.999999747378752e-05,38
0.9400193691253662,6.8474440574646,0.940645158290863,6.853874206542969,9.999999747378752e-05,39
0.9400193691253662,6.8476104736328125,0.9419354796409607,6.851593494415283,9.999999747378752e-05,40
0.9409867525100708,6.841451644897461,0.9419354796409607,6.848572731018066,9.999999747378752e-05,41
0.9413092732429504,6.836042881011963,0.944516122341156,6.8466796875,9.999999747378752e-05,42
0.9438890814781189,6.832901477813721,0.9432258009910583,6.845047473907471,9.999999747378752e-05,43
0.9445340037345886,6.836341857910156,0.944516122341156,6.843140125274658,9.999999747378752e-05,44
0.9461464285850525,6.828278064727783,0.9458064436912537,6.841564178466797,9.999999747378752e-05,45
0.9516285061836243,6.818104267120361,0.944516122341156,6.839102268218994,9.999999747378752e-05,46
0.9467913508415222,6.8224287033081055,0.9432258009910583,6.836784362792969,9.999999747378752e-05,47
0.9445340037345886,6.826570510864258,0.9458064436912537,6.8352179527282715,9.999999747378752e-05,48
0.9416317343711853,6.819501876831055,0.9458064436912537,6.8332200050354,9.999999747378752e-05,49
0.9493711590766907,6.809121608734131,0.9470967650413513,6.831670761108398,9.999999747378752e-05,50
0.9490486979484558,6.814566612243652,0.948387086391449,6.829895496368408,9.999999747378752e-05,51
0.9519509673118591,6.802704334259033,0.9470967650413513,6.8284735679626465,9.999999747378752e-05,52
0.9542083144187927,6.796638011932373,0.9458064436912537,6.826385974884033,9.999999747378752e-05,53
0.9471138119697571,6.808197021484375,0.9470967650413513,6.824389934539795,9.999999747378752e-05,54
0.9529184103012085,6.797887325286865,0.9496774077415466,6.822676181793213,9.999999747378752e-05,55
